1000,250,10,511,181,0.0021251
1000,250,60,3054,88,0.0030053
1000,250,110,10734,186,0.0116001
1000,250,160,24396,284,0.0213707
1000,250,210,42430,381,0.0360239
1000,250,260,63732,479,0.0535634
1000,250,310,88196,577,0.0774551
1000,250,360,115830,675,0.103194
1000,250,410,147258,773,0.131022
1000,250,460,182524,871,0.171164
1000,250,510,220960,969,0.206225
1000,500,10,891,321,0.0030019
1000,500,60,3319,100,0.0050945
1000,500,110,11439,198,0.0146668
1000,500,160,25331,296,0.0282607
1000,500,210,43365,393,0.0465061
1000,500,260,64897,485,0.0672053
1000,500,310,89591,584,0.0903598
1000,500,360,117455,682,0.116666
1000,500,410,148883,779,0.150877
1000,500,460,184379,877,0.191901
1000,500,510,223045,975,0.223286
1000,750,10,1231,452,0.0049459
1000,750,60,3544,111,0.0072308
1000,750,110,12024,208,0.0198093
1000,750,160,26096,305,0.0328122
1000,750,210,44130,402,0.052126
1000,750,260,65850,500,0.0762111
1000,750,310,90732,598,0.101157
1000,750,360,118784,696,0.130983
1000,750,410,150212,793,0.165932
1000,750,460,185896,891,0.200639
1000,750,510,224750,989,0.242436
1000,1000,10,1577,580,0.0055785
1000,1000,60,3775,121,0.0085749
1000,1000,110,12643,217,0.0241362
1000,1000,160,26927,315,0.038833
1000,1000,210,44961,412,0.0619799
1000,1000,260,66885,510,0.082325
1000,1000,310,91971,608,0.11129
1000,1000,360,120227,706,0.142333
1000,1000,410,151669,804,0.178584
1000,1000,460,187543,901,0.219467
1000,1000,510,226601,999,0.262378
1000,1250,10,1903,713,0.0071293
1000,1250,60,3986,130,0.0112087
1000,1250,110,13202,225,0.0256371
1000,1250,160,27668,323,0.0446161
1000,1250,210,45702,420,0.0667097
1000,1250,260,67808,518,0.0919158
1000,1250,310,93076,616,0.12335
1000,1250,360,121514,714,0.157178
1000,1250,410,153138,812,0.191841
1000,1250,460,189012,909,0.234455
1000,1250,510,228252,1007,0.274118
1000,1500,10,2271,841,0.0095471
1000,1500,60,4239,142,0.012939
1000,1500,110,13871,236,0.029853
1000,1500,160,28555,334,0.0507131
1000,1500,210,46589,431,0.0764938
1000,1500,260,68913,529,0.104873
1000,1500,310,94385,626,0.135385
1000,1500,360,123039,724,0.16702
1000,1500,410,154879,822,0.206654
1000,1500,460,190753,919,0.25172
1000,1500,510,230209,1017,0.301274
1000,1750,10,2613,973,0.0118445
1000,1750,60,4466,151,0.0148924
1000,1750,110,14478,245,0.0341668
1000,1750,160,29360,343,0.0591118
1000,1750,210,47412,441,0.0816995
1000,1750,260,69916,538,0.116938
1000,1750,310,95600,636,0.1439
1000,1750,360,124454,734,0.183652
1000,1750,410,156494,832,0.223524
1000,1750,460,192368,929,0.274705
1000,1750,510,232024,1027,0.320433
1000,2000,10,2995,1105,0.0124196
