1000,250,10,7271,446,0.0109051
1000,250,60,7271,6,0.0080223
1000,250,110,7271,6,0.0081517
1000,250,160,7271,6,0.0083146
1000,250,210,7271,6,0.0081446
1000,250,260,7271,6,0.0079302
1000,250,310,7271,6,0.0080558
1000,250,360,7271,6,0.008275
1000,250,410,7271,6,0.0083057
1000,250,460,7271,6,0.0079064
1000,250,510,7271,6,0.0079167
1000,500,10,12531,11421,0.0411107
1000,500,60,12531,11,0.0154861
1000,500,110,12531,11,0.0153893
1000,500,160,12531,11,0.015445
1000,500,210,12531,11,0.0151914
1000,500,260,12531,11,0.0158023
1000,500,310,12531,11,0.0155155
1000,500,360,12531,11,0.0158711
1000,500,410,12531,11,0.0154571
1000,500,460,12531,11,0.0154504
1000,500,510,12531,11,0.0157516
1000,750,10,17743,16621,0.0600104
1000,750,60,17743,30,0.0245209
1000,750,110,17743,15,0.0233959
1000,750,160,17743,15,0.0237518
1000,750,210,17743,15,0.0234695
1000,750,260,17743,15,0.023471
1000,750,310,17743,15,0.023428
1000,750,360,17743,15,0.0232316
1000,750,410,17743,15,0.0238844
1000,750,460,17743,15,0.0246351
1000,750,510,17743,15,0.0233416
1000,1000,10,22969,21820,0.0869652
1000,1000,60,22969,44,0.0315099
1000,1000,110,22969,19,0.0315806
1000,1000,160,22969,19,0.0315052
1000,1000,210,22969,19,0.0315458
1000,1000,260,22969,19,0.0318313
1000,1000,310,22969,19,0.031618
1000,1000,360,22969,19,0.0316301
1000,1000,410,22969,19,0.0318375
1000,1000,460,22969,19,0.031469
1000,1000,510,22969,19,0.0311815
1000,1250,10,28175,26998,0.100508
1000,1250,60,28175,51,0.0407314
1000,1250,110,28175,23,0.0394888
1000,1250,160,28175,23,0.03932
1000,1250,210,28175,23,0.0394497
1000,1250,260,28175,23,0.0399687
1000,1250,310,28175,23,0.0395901
1000,1250,360,28175,23,0.040744
1000,1250,410,28175,23,0.040646
1000,1250,460,28175,23,0.0394121
1000,1250,510,28175,23,0.0402301
1000,1500,10,33423,32204,0.121788
1000,1500,60,33423,57,0.0496569
1000,1500,110,33423,28,0.0477652
1000,1500,160,33423,28,0.0491042
1000,1500,210,33423,28,0.0494249
1000,1500,260,33423,28,0.0478899
1000,1500,310,33423,28,0.0476404
1000,1500,360,33423,28,0.0477107
1000,1500,410,33423,28,0.0493134
1000,1500,460,33423,28,0.0472833
1000,1500,510,33423,28,0.0482115
1000,1750,10,38645,37404,0.152176
1000,1750,60,38645,61,0.0582309
1000,1750,110,38645,32,0.0547836
1000,1750,160,38645,32,0.0560849
1000,1750,210,38645,32,0.0552775
1000,1750,260,38645,32,0.0552625
1000,1750,310,38645,32,0.0578871
1000,1750,360,38645,32,0.0565032
1000,1750,410,38645,32,0.056701
1000,1750,460,38645,32,0.05446
1000,1750,510,38645,32,0.0586964
1000,2000,10,43915,42628,0.171138
1000,2000,60,43915,67,0.0643145
1000,2000,110,43915,38,0.0647028
1000,2000,160,43915,38,0.0614354
1000,2000,210,43915,38,0.063688
1000,2000,260,43915,38,0.0635338
1000,2000,310,43915,38,0.0633355
1000,2000,360,43915,38,0.0625595
1000,2000,410,43915,38,0.0620981
1000,2000,460,43915,38,0.0600522
1000,2000,510,43915,38,0.0627257
1000,2250,10,49159,47847,0.191294
1000,2250,60,49159,71,0.0734597
1000,2250,110,49159,49,0.07109
1000,2250,160,49159,42,0.0712571
1000,2250,210,49159,42,0.0707759
1000,2250,260,49159,42,0.0703639
1000,2250,310,49159,42,0.0698487
1000,2250,360,49159,42,0.067823
1000,2250,410,49159,42,0.0704061
1000,2250,460,49159,42,0.0698538
1000,2250,510,49159,42,0.0663185
1000,2500,10,55401,54063,0.220469
1000,2500,60,55401,159,0.0834803
1000,2500,110,55401,73,0.085018
1000,2500,160,55401,47,0.0790052
1000,2500,210,55401,47,0.0764254
1000,2500,260,55401,47,0.0760441
1000,2500,310,55401,47,0.0761731
1000,2500,360,55401,47,0.0776019
1000,2500,410,55401,47,0.0795005
1000,2500,460,55401,47,0.0766
1000,2500,510,55401,47,0.080818
2000,250,10,14544,842,0.0264591
2000,250,60,14544,64,0.0160239
2000,250,110,14544,11,0.0152989
2000,250,160,14544,11,0.0150886
2000,250,210,14544,11,0.0145881
2000,250,260,14544,11,0.0153149
2000,250,310,14544,11,0.0152628
2000,250,360,14544,11,0.0156773
2000,250,410,14544,11,0.0158575
2000,250,460,14544,11,0.015976
2000,250,510,14544,11,0.0156219
2000,500,10,25018,22812,0.0895489
2000,500,60,25018,78,0.0328013
2000,500,110,25018,20,0.0306272
2000,500,160,25018,20,0.0294542
2000,500,210,25018,20,0.0306645
2000,500,260,25018,20,0.0312238
2000,500,310,25018,20,0.0302765
2000,500,360,25018,20,0.0322774
2000,500,410,25018,20,0.0294207
2000,500,460,25018,20,0.0300515
2000,500,510,25018,20,0.0318692
2000,750,10,35498,33265,0.126635
2000,750,60,35498,87,0.0481668
2000,750,110,35498,29,0.046772
2000,750,160,35498,29,0.0450952
2000,750,210,35498,29,0.044271
2000,750,260,35498,29,0.0456455
2000,750,310,35498,29,0.0440766
2000,750,360,35498,29,0.0444001
2000,750,410,35498,29,0.0462031
2000,750,460,35498,29,0.0455836
2000,750,510,35498,29,0.0473303
2000,1000,10,45956,43653,0.158566
2000,1000,60,45956,96,0.0654479
2000,1000,110,45956,65,0.0644619
2000,1000,160,45956,38,0.0603812
2000,1000,210,45956,38,0.0628182
2000,1000,260,45956,38,0.0613106
2000,1000,310,45956,38,0.0626513
2000,1000,360,45956,38,0.062162
2000,1000,410,45956,38,0.0609975
2000,1000,460,45956,38,0.0603964
2000,1000,510,45956,38,0.0612158
2000,1250,10,56416,54054,0.208918
2000,1250,60,56416,105,0.0816404
2000,1250,110,56416,101,0.0822344
2000,1250,160,56416,47,0.0767526
2000,1250,210,56416,47,0.0768962
2000,1250,260,56416,47,0.077545
2000,1250,310,56416,47,0.0771947
2000,1250,360,56416,47,0.0776619
2000,1250,410,56416,47,0.0792382
2000,1250,460,56416,47,0.0772088
2000,1250,510,56416,47,0.0800707
2000,1500,10,66902,64470,0.241647
2000,1500,60,66902,114,0.0984054
