10000,2500,10,596002,554099,1.58961
10000,2500,60,596002,2205,0.753806
10000,2500,110,596002,747,0.769335
10000,2500,160,596002,747,0.792357
10000,2500,210,596002,747,0.802524
10000,2500,260,596002,747,0.818581
10000,2500,310,596002,747,0.835771
10000,2500,360,596002,746,0.853323
10000,2500,410,596002,743,0.872838
10000,2500,460,596002,739,0.889353
10000,2500,510,596002,736,0.901397
10000,2750,10,646002,604116,1.74541
10000,2750,60,646002,513141,1.60762
10000,2750,110,646002,747,0.845774
10000,2750,160,646002,747,0.863316
10000,2750,210,646002,747,0.8817
10000,2750,260,646002,747,0.894052
10000,2750,310,646002,747,0.91436
10000,2750,360,646002,747,0.931171
10000,2750,410,646002,743,0.949977
10000,2750,460,646002,740,0.967735
10000,2750,510,646002,737,0.985686
10000,3000,10,696002,654129,1.88239
10000,3000,60,696002,606161,2.02084
10000,3000,110,696002,747,0.92016
10000,3000,160,696002,747,0.935146
10000,3000,210,696002,747,0.953567
10000,3000,260,696002,747,1.16429
10000,3000,310,696002,747,0.988103
10000,3000,360,696002,747,1.013
10000,3000,410,696002,744,1.03082
10000,3000,460,696002,741,1.04963
10000,3000,510,696002,737,1.0642
10000,3250,10,746002,704159,2.03226
10000,3250,60,746002,667274,1.99273
10000,3250,110,746002,747,0.991602
10000,3250,160,746002,747,1.00991
10000,3250,210,746002,747,1.03314
10000,3250,260,746002,747,1.04816
10000,3250,310,746002,747,1.06639
10000,3250,360,746002,747,1.09042
10000,3250,410,746002,744,1.13511
10000,3250,460,746002,741,1.13451
10000,3250,510,746002,737,1.14845
10000,3500,10,796002,754145,2.16972
10000,3500,60,796002,724248,2.15405
10000,3500,110,796002,747,1.06779
10000,3500,160,796002,747,1.08308
10000,3500,210,796002,747,1.10502
10000,3500,260,796002,747,1.12224
10000,3500,310,796002,747,1.37238
10000,3500,360,796002,747,1.17014
10000,3500,410,796002,744,1.19135
10000,3500,460,796002,741,1.21383
10000,3500,510,796002,737,1.2323
10000,3750,10,846002,804158,2.31149
10000,3750,60,846002,777307,2.28888
10000,3750,110,846002,747,1.12892
10000,3750,160,846002,747,1.1566
10000,3750,210,846002,747,1.17987
10000,3750,260,846002,747,1.20133
10000,3750,310,846002,747,1.23454
10000,3750,360,846002,747,1.2481
10000,3750,410,846002,745,1.26878
10000,3750,460,846002,742,1.30304
10000,3750,510,846002,738,1.31732
10000,4000,10,896002,854190,2.46104
10000,4000,60,896002,833828,2.44266
10000,4000,110,896002,747,1.20161
10000,4000,160,896002,747,1.23218
10000,4000,210,896002,747,1.25587
